Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Company
61.456301515210505,61.85056959833101,60.73676545953181,60.95361328125,12991000,0.0,0.0,KO,Coca-Cola
61.012753965923665,61.190174225418964,60.736764806698154,60.86490249633789,10403200,0.0,0.0,KO,Coca-Cola
60.61848586821247,60.68748221799265,59.79052591083124,59.938377380371094,17924200,0.0,0.0,KO,Coca-Cola
60.23407548328253,60.835332600641166,59.75109728343116,59.96794509887695,17799600,0.0,0.0,KO,Coca-Cola
60.11580029105752,60.88461894252568,60.0566589486295,60.825477600097656,14412400,0.0,0.0,KO,Coca-Cola
60.69734072895083,60.76633707843657,59.85952200516544,60.19464874267578,22425000,0.0,0.0,KO,Coca-Cola
60.25379134148357,60.9634686310283,59.83980947589828,60.76633834838867,18016200,0.0,0.0,KO,Coca-Cola
60.77619110071048,61.18031418113936,60.42135058911069,61.1507453918457,16658300,0.0,0.0,KO,Coca-Cola
61.436587566175255,61.72242796013795,60.79590291208127,60.884613037109375,16187200,0.0,0.0,KO,Coca-Cola
60.53963351013217,61.40702106696146,60.44106836595533,61.35773849487305,12585500,0.0,0.0,KO,Coca-Cola
61.416877645120074,61.870283308180035,61.27888118417134,61.81114196777344,17948900,0.0,0.0,KO,Coca-Cola
61.99841844126393,62.323686400033324,61.407016341653936,61.52529525756836,19817100,0.0,0.0,KO,Coca-Cola
61.22959694799195,61.39716219457555,60.77619129726762,60.89447021484375,18191900,0.0,0.0,KO,Coca-Cola
60.91418259401834,61.09160284631313,60.49034574242736,60.64805221557617,16528400,0.0,0.0,KO,Coca-Cola
60.83533279725427,61.12117320215236,60.55934364215337,61.03246307373047,19244600,0.0,0.0,KO,Coca-Cola
61.96884712421192,63.260071495345294,61.574582809986225,62.95451354980469,20742900,0.0,0.0,KO,Coca-Cola
62.59967397092423,63.12207974111189,61.38730470052112,61.46615982055664,14956000,0.0,0.0,KO,Coca-Cola
61.663293895646255,62.45182629635394,61.65343512562668,61.92942428588867,11325600,0.0,0.0,KO,Coca-Cola
62.934801132915865,63.36849677598034,62.32368898862031,63.13193893432617,13201000,0.0,0.0,KO,Coca-Cola
62.78695433101978,63.01365716589556,62.48139637443808,62.570106506347656,12102100,0.0,0.0,KO,Coca-Cola
62.27440552174024,62.717956168480086,61.535155697180194,62.44196701049805,12067900,0.0,0.0,KO,Coca-Cola
62.69824210585138,62.71795588561969,61.456300300581034,61.77171325683594,15678000,0.0,0.0,KO,Coca-Cola
61.82099905477966,62.38282861327975,61.69286136739678,62.21526336669922,10686800,0.0,0.0,KO,Coca-Cola
62.70809579980457,62.82637847593229,62.008273552800866,62.45182418823242,13423400,0.0,0.0,KO,Coca-Cola
62.52082274032791,63.003797191478505,62.36311625994948,62.92494583129883,13184700,0.0,0.0,KO,Coca-Cola
63.181212924163766,63.72333243663271,62.747521074207434,63.6247673034668,16154300,0.0,0.0,KO,Coca-Cola
66.5324849694717,66.70004646014121,65.45811215513855,66.63105010986328,30589100,0.0,0.0,KO,Coca-Cola
65.91151328071507,67.83355970620275,65.91151328071507,67.72513580322266,26033800,0.0,0.0,KO,Coca-Cola
68.01098907251152,68.61224624417595,67.774431216131,68.50382232666016,24393100,0.0,0.0,KO,Coca-Cola
68.36581741482928,69.02621205270864,67.77441911941438,67.88284301757812,20779100,0.0,0.0,KO,Coca-Cola
67.56743898574125,68.37568518387094,67.43929753284228,68.06027221679688,15569100,0.0,0.0,KO,Coca-Cola
68.21796961766714,69.12478088724713,68.1785420598544,69.06564331054688,16032300,0.0,0.0,KO,Coca-Cola
68.71080767179731,69.06564819718051,68.42496349745873,69.03607940673828,13398000,0.0,0.0,KO,Coca-Cola
69.31205824675637,70.57370998639554,69.12477923164076,70.3272933959961,21662300,0.0,0.0,KO,Coca-Cola
69.82460262973329,70.70185262486224,69.32191819122325,69.57818603515625,21418400,0.0,0.0,KO,Coca-Cola
69.84432671495418,70.74127929286543,69.71619278097782,70.46529388427734,21555600,0.0,0.0,KO,Coca-Cola
70.24844367626862,70.25830244625212,69.51905261829064,69.78518676757812,14531200,0.0,0.0,KO,Coca-Cola
69.70632792062983,70.51457405518306,69.41062499724106,69.85417938232422,16789500,0.0,0.0,KO,Coca-Cola
70.4258660128176,70.5441486959936,69.54862345936759,70.1893081665039,22167400,0.0,0.0,KO,Coca-Cola
69.23320593981384,71.32282141833014,68.73052148944659,71.28339385986328,21717600,0.0,0.0,KO,Coca-Cola
71.03697963298937,71.6086679698035,68.87836773504115,69.18392944335938,25411900,0.0,0.0,KO,Coca-Cola
68.89808785202955,69.72604407835301,68.83894275012189,69.07550811767578,23933600,0.0,0.0,KO,Coca-Cola
69.40077917234038,69.51905433491036,68.45453275155069,69.45005798339844,21694000,0.0,0.0,KO,Coca-Cola
68.65166583991538,70.79056010989339,68.65166583991538,70.4061508178711,28393300,0.0,0.0,KO,Coca-Cola
70.92855717079787,72.17049900920786,70.29773124145528,70.42586517333984,25251200,0.0,0.0,KO,Coca-Cola
70.84969996226889,71.00741019997726,69.59790691062037,70.02174377441406,28076400,0.0,0.0,KO,Coca-Cola
69.36135214132526,69.71619267182245,68.74037745293597,68.93751525878906,18923300,0.0,0.0,KO,Coca-Cola
69.24306028678939,69.24306028678939,68.28696273513948,68.6220932006836,15746600,0.0,0.0,KO,Coca-Cola
68.02633267932151,68.77103780147345,67.89724560980787,68.67174530029297,14205100,0.51,0.0,KO,Coca-Cola
68.75117725894411,69.67461194705332,68.59231076637795,69.62496948242188,15634800,0.0,0.0,KO,Coca-Cola
69.61503982242965,69.69447685860501,68.81076066386908,68.89019012451172,12657600,0.0,0.0,KO,Coca-Cola
68.06605147510706,68.89018605627673,68.05611995228844,68.7908935546875,14780000,0.0,0.0,KO,Coca-Cola
68.82067978336127,69.31714986132644,68.60223173697145,69.21785736083984,16295300,0.0,0.0,KO,Coca-Cola
69.21786229712171,69.4760288772238,67.69866496229167,68.1852035522461,47479500,0.0,0.0,KO,Coca-Cola
68.31429134321948,68.59231339752436,67.84760821969363,68.46322631835938,12575400,0.0,0.0,KO,Coca-Cola
68.4632221392725,68.59230921055784,68.11569459260492,68.32421112060547,12513900,0.0,0.0,KO,Coca-Cola
68.4334326440953,69.8533373475951,68.41357717452553,69.52566528320312,14478200,0.0,0.0,KO,Coca-Cola
69.68454125752393,70.48882036902113,69.57531723305736,70.24058532714844,11663400,0.0,0.0,KO,Coca-Cola
70.31009564449883,70.81649728570197,69.03913335527216,69.87320709228516,17412900,0.0,0.0,KO,Coca-Cola
70.23066371046215,71.43212044393248,69.99235260797278,71.1143798828125,24016900,0.0,0.0,KO,Coca-Cola
71.17395642365427,71.40233601118204,70.68741782913507,71.36261749267578,15309100,0.0,0.0,KO,Coca-Cola
71.45197322051882,71.84915080082584,70.5484016114643,70.82642364501953,14606500,0.0,0.0,KO,Coca-Cola
71.96830551980943,73.42792117918617,71.80943145930108,72.66336059570312,24959600,0.0,0.0,KO,Coca-Cola
71.90872883849867,72.49456750695835,69.29729878984223,69.43630981445312,26517300,0.0,0.0,KO,Coca-Cola
65.76243013562974,68.8901855794701,65.58370060379325,67.88732147216797,34258400,0.0,0.0,KO,Coca-Cola
68.47315455373662,69.48595778924907,67.28162935663869,67.93696594238281,22774400,0.0,0.0,KO,Coca-Cola
67.44049417652175,69.97249462702848,66.80501307707883,69.45616149902344,27918700,0.0,0.0,KO,Coca-Cola
69.69447664666176,70.70727234045317,68.49301988641076,70.26045227050781,22450200,0.0,0.0,KO,Coca-Cola
70.40939463369834,71.34275328909958,70.04200402512097,70.92572021484375,19988200,0.0,0.0,KO,Coca-Cola
70.79663953593544,72.14703881866504,70.42924893346859,71.93851470947266,13930200,0.0,0.0,KO,Coca-Cola
72.10732070094518,72.11724464865118,71.21367299778608,71.3526840209961,14965500,0.0,0.0,KO,Coca-Cola
71.84914979976735,72.15695882183884,70.88599664299021,71.1739501953125,15276200,0.0,0.0,KO,Coca-Cola
71.3924016975431,72.91159898725383,71.2136721590164,72.48463439941406,20746800,0.0,0.0,KO,Coca-Cola
72.86195024063447,72.95131879925056,71.31296592959357,72.25625610351562,16037200,0.0,0.0,KO,Coca-Cola
72.48463296470315,73.85488768259768,72.40519593236749,73.37828063964844,15613500,0.0,0.0,KO,Coca-Cola
72.7725849567812,73.42792152059484,71.86900577838598,72.78251647949219,16353900,0.0,0.0,KO,Coca-Cola
72.50448858346817,72.91159769337268,71.78957801758058,72.00801849365234,16893900,0.0,0.0,KO,Coca-Cola
72.13710977526519,72.40520030617725,70.6278363718458,71.40233612060547,16316000,0.0,0.0,KO,Coca-Cola
71.5711338134531,71.74986335841612,70.80656559173742,71.2831802368164,15997500,0.0,0.0,KO,Coca-Cola
70.68741150809562,72.19667719870706,69.78383233782739,71.83921813964844,16244100,0.0,0.0,KO,Coca-Cola
72.83215885801984,72.96124592651731,71.18388213990885,72.03781127929688,21074700,0.0,0.0,KO,Coca-Cola
71.4916916226381,71.53141013815899,70.72713103157463,70.78670501708984,18034200,0.0,0.0,KO,Coca-Cola
70.995222497737,71.31296305064963,70.59804491271312,71.1441650390625,12629600,0.0,0.0,KO,Coca-Cola
71.16402251527909,71.29310958998163,70.5086859207197,71.19380950927734,11932700,0.0,0.0,KO,Coca-Cola
71.17395030814868,71.39239835339689,70.65762476299741,71.21366882324219,12705500,0.0,0.0,KO,Coca-Cola
71.21367061672791,72.1768237992886,71.16402057772757,71.88887023925781,15018200,0.0,0.0,KO,Coca-Cola
71.69027628260345,71.95837436720703,70.62783061796942,70.66754913330078,14371100,0.0,0.0,KO,Coca-Cola
